Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Nieuwegein;Janice Pistorius;06-15638680;JanicePistorius@jourrapide.com;Marterweide 100;Nieuwegein;maandag 23 juli 2018;Afhalen;maandag 23 juli 2018;20:19;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;€ 60,60;2e pizza gratis bij afhalen;€ 4,95;€ 55,65
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;;4;;€ 0,00;€ 23,80;;;;
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 6,95;;;;

Den Haag Torenstraat;Timme Klinge;06-47274319;TimmeKlinge@gustr.com;Harman de Vriesstraat 3;Voorhout;donderdag 5 december 2019;Bezorgen;donderdag 5 december 2019;18:23;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;Chicken Kebab, Gehakt, Ananas, Kip;€ 5,00;€ 39,90;€ 39,90;;€ 0,00;€ 39,90

Hellevoetsluis;Cassandra Poel;06-29156367;CassandraPoel@armyspy.com;Dijkplein 163;Hellevoetsluis;woensdag 10 april 2019;Afhalen;woensdag 10 april 2019;20:48;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 41,80;25% korting op je bestelling;€ 10,45;€ 31,35
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 17,90;;;;

Den Bosch;Arno Schilder;06-46389879;ArnoSchilder@rhyta.com;Celebesstraat 39;s-Hertogenbosch;woensdag 21 februari 2018;Bezorgen;woensdag 21 februari 2018;19:02;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 68,75;3e pizza gratis bij bezorgen;€ 6,95;€ 61,80
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;2;Groene Olijven, Kip, Kaasmix;€ 3,50;€ 34,90;;;;
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Etten Leur;Valentin de Haan;06-80059193;ValentindeHaan@einrot.com;Bijenweide 56;Etten-Leur;donderdag 1 juni 2017;Afhalen;donderdag 1 juni 2017;20:28;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;€ 54,65;25% korting op je bestelling;€ 13,66;€ 40,99
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 13,90;;;;

Leiderdorp;Floor Nollen;06-98953378;FloorNollen@jourrapide.com;Winkelhof 160;Leiderdorp;maandag 5 augustus 2019;Afhalen;maandag 5 augustus 2019;18:58;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 73,55;;€ 0,00;€ 73,55
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;;4;;€ 0,00;€ 35,80;;;;

Drachten;Surya de Grauw;06-60796884;SuryadeGrauw@armyspy.com;Ambonstraat 196;Amsterdam;zaterdag 29 juli 2017;Bezorgen;zaterdag 29 juli 2017;19:53;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;4;;€ 0,00;€ 43,80;€ 109,45;3e pizza gratis bij bezorgen;€ 7,95;€ 101,50
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;3;;€ 0,00;€ 29,85;;;;
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;;;;

Gouda;Meis van Weert;06-45355198;MeisvanWeert@jourrapide.com;Gasthuispolderweg 184;Gouda;donderdag 23 augustus 2018;Afhalen;donderdag 23 augustus 2018;16:22;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 17,90;€ 31,80;;€ 0,00;€ 31,80
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 13,90;;;;

Waalwijk;Jella van der Reijden;06-52477890;JellavanderReijden@einrot.com;Consciencestraat 71;Waalwijk;zondag 25 februari 2018;Bezorgen;zondag 25 februari 2018;19:50;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 74,70;;€ 0,00;€ 74,70
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;

Naaldwijk;Dania Hegeman;06-12641669;DaniaHegeman@einrot.com;Frederik Hendrikstraat 33;Naaldwijk;woensdag 22 februari 2017;Bezorgen;woensdag 22 februari 2017;17:56;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;€ 14,95;3e pizza gratis bij bezorgen;€ 0,00;€ 14,95

Amsterdam Overtoom;Robert van Oerle;06-69534843;RobertvanOerle@superrito.com;Laplacestraat 190;Amsterdam;maandag 29 april 2019;Bezorgen;maandag 29 april 2019;18:57;Supreme;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 45,80;3e pizza gratis bij bezorgen;€ 0,00;€ 45,80
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;

Heerenveen;Arie Witting;06-81052279;ArieWitting@teleworm.us;Woudsterweg 99;Heerenveen;maandag 30 september 2019;Bezorgen;maandag 30 september 2019;16:04;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 43,80;€ 43,80;;€ 0,00;€ 43,80

Heerhugowaard;Lisandra Streekstra;06-22544349;LisandraStreekstra@gustr.com;Larixplantsoen 8;Heerhugowaard;maandag 7 januari 2019;Afhalen;maandag 7 januari 2019;20:23;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 26,85;;€ 0,00;€ 26,85
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Diemen;Yamina Huiskamp;06-27626924;YaminaHuiskamp@dayrep.com;Rietzangerweg 46;Diemen;donderdag 18 januari 2018;Afhalen;donderdag 18 januari 2018;16:32;Veggi;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;

Wassenaar;Imre van der Spek;06-10893711;ImrevanderSpek@rhyta.com;Van Zuylen van Nyeveltstraat 128;Wassenaar;maandag 7 mei 2018;Bezorgen;maandag 7 mei 2018;16:44;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 49,75;;€ 0,00;€ 49,75
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;€ 2,00;4;;€ 0,00;€ 39,80;;;;

Maastricht;Aleida Pasma;06-28175027;AleidaPasma@dayrep.com;Adelbert van Scharnlaan M 154;Maastricht;woensdag 3 oktober 2018;Afhalen;woensdag 3 oktober 2018;20:13;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;€ 53,70;;€ 0,00;€ 53,70
;;;;;;;;;;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 17,90;;;;

Amsterdam Bos en Lommerweg;Yara Wijker;06-97089850;YaraWijker@armyspy.com;Amsteldijk 23;Amsterdam;dinsdag 23 april 2019;Afhalen;dinsdag 23 april 2019;20:12;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

Nijmegen;Rianda Vlaar;06-21938802;RiandaVlaar@teleworm.us;Henry Dunantstraat 126;Nijmegen;vrijdag 1 februari 2019;Afhalen;vrijdag 1 februari 2019;19:19;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 42,75;;€ 0,00;€ 42,75
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;

Landgraaf;Izaak Nieuwenhuijse;06-21032659;IzaakNieuwenhuijse@armyspy.com;Rimburgerweg 44;Landgraaf;woensdag 9 januari 2019;Afhalen;woensdag 9 januari 2019;16:48;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 58,75;;€ 0,00;€ 58,75
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;;2;Shoarma;€ 1,50;€ 18,90;;;;

Hoofddorp;Janique Schuiling;06-48227749;JaniqueSchuiling@gustr.com;Rimpelerweg 63;Putten;zaterdag 14 december 2019;Bezorgen;zaterdag 14 december 2019;20:15;Beenham;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

IJmuiden;Ebubekir Gerth;06-13554152;EbubekirGerth@teleworm.us;Vondelwende 133;Hillegom;zondag 3 december 2017;Afhalen;zondag 3 december 2017;20:17;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 38,35;3e pizza gratis bij bezorgen;€ 0,00;€ 38,35
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;1;Chicken Kebab, Shoarma;€ 3,50;€ 14,45;;;;

Almere;Sippie Heine;06-44544495;SippieHeine@einrot.com;Cecil Blount de Millestraat 130;Almere;dinsdag 26 maart 2019;Afhalen;dinsdag 26 maart 2019;19:58;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 27,80;€ 27,80;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 25,80

Hellevoetsluis;Jennefer Groenen;06-90393090;JenneferGroenen@teleworm.us;Achterdorp 46;Hellevoetsluis;donderdag 6 september 2018;Bezorgen;donderdag 6 september 2018;16:25;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 51,80;;€ 0,00;€ 51,80
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;

Almelo;Abdelkader Groenenberg;06-89204159;AbdelkaderGroenenberg@cuvox.de;Kluppelshuizenweg 73;Almelo;maandag 29 mei 2017;Afhalen;maandag 29 mei 2017;17:12;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 51,80;€ 51,80;;€ 0,00;€ 51,80

Rotterdam Hoogvliet;Nicolien Leijten;06-94820211;NicolienLeijten@teleworm.us;Zwijnsbergenweg 158;Rotterdam;zaterdag 26 januari 2019;Afhalen;zaterdag 26 januari 2019;18:26;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 19,90;€ 47,80;3e pizza gratis bij bezorgen;€ 0,00;€ 47,80
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;2;Gorgonzola;€ 1,00;€ 27,90;;;;

Utrecht Adelaarstraat;Karlo Goes;06-55823173;KarloGoes@teleworm.us;Hortensiastraat 105;Utrecht;zondag 22 juli 2018;Afhalen;zondag 22 juli 2018;20:15;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 19,90;€ 33,80;;€ 0,00;€ 33,80
;;;;;;;;;;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;

Zeist;Trijntje Scheer;06-75915241;TrijntjeScheer@superrito.com;Aalscholverlaan 80;Zeist;zondag 30 juni 2019;Bezorgen;zondag 30 juni 2019;18:28;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 31,85;;€ 0,00;€ 31,85
;;;;;;;;;;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Schiedam;Jacintha Koolman;06-27413226;JacinthaKoolman@superrito.com;Over de Vesten 103;Schiedam;donderdag 8 maart 2018;Afhalen;donderdag 8 maart 2018;17:57;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 15,90;;€ 0,00;€ 15,90
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;

Arnhem Centrum;Charifa van der Meijs;06-53594349;CharifavanderMeijs@dayrep.com;Cannenburglaan 3;Arnhem;donderdag 6 december 2018;Bezorgen;donderdag 6 december 2018;18:57;Supreme;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 49,80;;€ 0,00;€ 49,80
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;

Apeldoorn;Ouassim Breukel;06-73605851;OuassimBreukel@rhyta.com;Het Firmament 24;Apeldoorn;vrijdag 27 oktober 2017;Bezorgen;vrijdag 27 oktober 2017;19:49;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;€ 17,90;25% korting op je bestelling;€ 4,48;€ 13,43

Middelburg;Jose van der Berg;06-50730566;JosevanderBerg@gustr.com;Adriaen Obrysstraat 94;Middelburg;dinsdag 6 juni 2017;Bezorgen;dinsdag 6 juni 2017;17:54;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;€ 2,00;4;;€ 0,00;€ 31,80;€ 71,60;;€ 0,00;€ 71,60
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 39,80;;;;

Ridderkerk;Dalya Boudewijns;06-51415009;DalyaBoudewijns@rhyta.com;Spuistraat 178;Ridderkerk;maandag 23 juli 2018;Afhalen;maandag 23 juli 2018;20:15;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;;1;Bacon, Gorgonzola, Spaanse Pepers, Gorgonzola;€ 4,00;€ 12,95;€ 74,65;;€ 0,00;€ 74,65
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;

Heerenveen;Gian Muradin;06-63377309;GianMuradin@fleckens.hu;Burgemeester Falkenaweg 29;Heerenveen;donderdag 22 juni 2017;Bezorgen;donderdag 22 juni 2017;20:17;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 38,80;;€ 0,00;€ 38,80
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;

Zoetermeer;Dimara Scholtus;06-31873920;DimaraScholtus@teleworm.us;Weidedreef 46;Zoetermeer;dinsdag 17 september 2019;Bezorgen;dinsdag 17 september 2019;17:36;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;€ 19,90;;€ 0,00;€ 19,90

Drachten;Rowan Knegt;06-81607540;RowanKnegt@teleworm.us;Henegouwerweg 167;Waddinxveen;zondag 14 oktober 2018;Bezorgen;zondag 14 oktober 2018;17:05;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 25,90;;€ 0,00;€ 25,90
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Ridderkerk;Gökhan van Dijk;06-88239887;GokhanvanDijk@cuvox.de;Jonkheer de Savornin Lohmanstraat 56;Ridderkerk;vrijdag 8 november 2019;Bezorgen;vrijdag 8 november 2019;18:35;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Delfzijl;Linus van Beekveld;06-15619217;LinusvanBeekveld@armyspy.com;Hereweg 114;Bierum;zaterdag 18 augustus 2018;Bezorgen;zaterdag 18 augustus 2018;20:16;Shoarma;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 74,65;;€ 0,00;€ 74,65
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;Kaasmix, Ham, Knoflooksaus Swirl;€ 3,00;€ 12,95;;;;
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;

Rotterdam Zuidplein;Basil Kreft;06-34083690;BasilKreft@superrito.com;Van Weerden Poelmanweg 63;Rotterdam;woensdag 30 augustus 2017;Afhalen;woensdag 30 augustus 2017;19:29;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 10,95;€ 42,75;;€ 0,00;€ 42,75
;;;;;;;;;;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 15,90;;;;

Goes;Jess Pos;06-55754076;JessPos@gustr.com;Dusty Springfieldhof 37;Goes;donderdag 18 januari 2018;Afhalen;donderdag 18 januari 2018;18:04;Americana;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 50,70;25% korting op je bestelling;€ 12,68;€ 38,03
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;

De Meern;Romaysa van Ettinger;06-87734159;RomaysavanEttinger@cuvox.de;Gedempte Singel 187;Assen;maandag 11 september 2017;Afhalen;maandag 11 september 2017;20:23;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;;4;;€ 0,00;€ 39,80;€ 49,75;;€ 0,00;€ 49,75
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;;;;

Hengelo;Hieronymus Lamboo;06-77599884;HieronymusLamboo@superrito.com;Elderinkweg 122;Hengelo;zaterdag 23 februari 2019;Afhalen;zaterdag 23 februari 2019;19:18;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;€ 46,75;25% korting op je bestelling;€ 11,69;€ 35,06
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;

Woerden;Irene Kootstra;06-44919852;IreneKootstra@teleworm.us;Hazekade 120;Zegveld;dinsdag 17 april 2018;Afhalen;dinsdag 17 april 2018;20:05;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 9,95;€ 73,65;;€ 0,00;€ 73,65
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;;4;;€ 0,00;€ 39,80;;;;

Amsterdam Ceintuurbaan;Nyncke Kerkstra;06-65658885;NynckeKerkstra@rhyta.com;Eerste Oosterparkstraat 60;Amsterdam;donderdag 25 oktober 2018;Afhalen;donderdag 25 oktober 2018;20:17;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Den Bosch;Fem Demirel;06-87204887;FemDemirel@rhyta.com;Stationsplein 9;s-Hertogenbosch;zondag 25 maart 2018;Afhalen;zondag 25 maart 2018;18:38;Funghi;Italian Pizza;Tomatensaus;€ 4,95;;1;Chorizo, Gehakt, Basilicum, Spinazie;€ 3,50;€ 9,45;€ 49,25;;€ 0,00;€ 49,25
;;;;;;;;;;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;;4;;€ 0,00;€ 39,80;;;;

Velp;Dounia van Neerbos;06-29061747;DouniavanNeerbos@dayrep.com;Anlosediep 64;Zwolle;dinsdag 4 juni 2019;Afhalen;dinsdag 4 juni 2019;19:27;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 68,70;;€ 0,00;€ 68,70
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;;;;

Rotterdam Vuurplaat;Albina Hoppenbrouwers;06-40747331;AlbinaHoppenbrouwers@fleckens.hu;Noordmolendwarsstraat 74;Rotterdam;vrijdag 18 oktober 2019;Bezorgen;vrijdag 18 oktober 2019;19:03;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 31,90;€ 46,85;;€ 0,00;€ 46,85
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;

Den Bosch Empel;Isabel van Hamond;06-79653576;IsabelvanHamond@armyspy.com;Acaciasingel 100;s-Hertogenbosch;woensdag 28 maart 2018;Afhalen;woensdag 28 maart 2018;20:39;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 13,90;€ 27,35;;€ 0,00;€ 27,35
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;;1;Geitenkaas, Groene Olijven, Kaasmix, Salami;€ 4,50;€ 13,45;;;;

Den Haag Goudenregenplein;Pernilla Rockx;06-63378706;PernillaRockx@einrot.com;Jan Ligthartstraat 106;Lekkerkerk;vrijdag 16 maart 2018;Afhalen;vrijdag 16 maart 2018;16:34;Tonno;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;€ 98,55;2e pizza gratis bij afhalen;€ 8,95;€ 89,60
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Veggi;Large Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 43,80;;;;
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 23,90;;;;

Oud Beijerland;Alem Eijkelenboom;06-61230120;AlemEijkelenboom@superrito.com;Sigarenmaker 82;Oud-Beijerland;zaterdag 2 maart 2019;Afhalen;zaterdag 2 maart 2019;20:26;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 9,90;€ 85,50;;€ 0,00;€ 85,50
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 43,80;;;;

